HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N11.HOG0024102	OG0007551	n16					ERB_F3_g2302.t1_1											
N11.HOG0024103	OG0007552	n5					ERB_F3_g19868.t1_1, ERB_F3_g33191.t1_1											
N11.HOG0024104	OG0007552	n11						HO40_23xERB_hirisehap1_g548.t2_1										
N11.HOG0024105	OG0007552	n17						HO40_23xERB_hirisehap1_g548.t1_1										
N11.HOG0024106	OG0007553	n10					ERB_F3_g22519.t1_1	HO40_23xERB_hirisehap1_g2259.t1_1										
N11.HOG0024107	OG0007554	n4					ERB_F3_g20483.t1_1	HO40_23xERB_hirisehap1_g1698.t1_1										
N11.HOG0024108	OG0007555	n6					ERB_F3_g19860.t1_1											
N11.HOG0024109	OG0007555	n8						HO40_23xERB_hirisehap1_g542.t1_1, HO40_23xERB_hirisehap1_g542.t2_1										
N11.HOG0024110	OG0007556	n0					ERB_F3_g2280.t1_1	HO40_23xERB_hirisehap1_g18504.t1_1										
N11.HOG0024111	OG0007557	n0					ERB_F3_g7651.t1_1	HO40_23xERB_hirisehap1_g6376.t1_1										
N11.HOG0024112	OG0007558	n6					ERB_F3_g7483.t1_1	HO40_23xERB_hirisehap1_g6210.t1_1										
N11.HOG0024113	OG0007559	n0					ERB_F3_g7482.t1_1	HO40_23xERB_hirisehap1_g6209.t1_1										
N11.HOG0024114	OG0007560	n7					ERB_F3_g7465.t1_1											
N11.HOG0024115	OG0007560	n17						HO40_23xERB_hirisehap1_g6191.t2_1, HO40_23xERB_hirisehap1_g6191.t1_1										
N11.HOG0024116	OG0007561	n12					ERB_F3_g6913.t1_1	HO40_23xERB_hirisehap1_g5630.t1_1										
N11.HOG0024117	OG0007562	n9					ERB_F3_g6915.t1_1	HO40_23xERB_hirisehap1_g5632.t1_1										
N11.HOG0024118	OG0007563	n10					ERB_F3_g5482.t1_1	HO40_23xERB_hirisehap1_g4111.t1_1										
N11.HOG0024119	OG0007564	n17						HO40_23xERB_hirisehap1_g4947.t1_1										
N11.HOG0024120	OG0007565	n4					ERB_F3_g5991.t1_1	HO40_23xERB_hirisehap1_g4602.t1_1										
N11.HOG0024121	OG0007566	n12					ERB_F3_g11426.t1_1	HO40_23xERB_hirisehap1_g16491.t1_1										
N11.HOG0024122	OG0007567	n6					ERB_F3_g5499.t1_1	HO40_23xERB_hirisehap1_g4128.t1_1										
N11.HOG0024123	OG0007568	n9						HO40_23xERB_hirisehap1_g5202.t1_1										
N11.HOG0024124	OG0007569	n11					ERB_F3_g6677.t1_1	HO40_23xERB_hirisehap1_g5385.t1_1, HO40_23xERB_hirisehap1_g23917.t1_1										
N11.HOG0024125	OG0007570	n9					ERB_F3_g5319.t1_1	HO40_23xERB_hirisehap1_g3923.t1_1										
N11.HOG0024126	OG0007571	n9						HO40_23xERB_hirisehap1_g5155.t1_1										
N11.HOG0024127	OG0007571	n20					ERB_F3_g6448.t1_1											
N11.HOG0024128	OG0007572	n7					ERB_F3_g6712.t1_1	HO40_23xERB_hirisehap1_g5421.t1_1										
N11.HOG0024129	OG0007573	n17					ERB_F3_g16357.t1_1	HO40_23xERB_hirisehap1_g3013.t1_1										
N11.HOG0024130	OG0007575	n14					ERB_F3_g5396.t1_1											
N11.HOG0024131	OG0007575	n16						HO40_23xERB_hirisehap1_g4013.t1_1										
N11.HOG0024132	OG0007576	n10					ERB_F3_g5953.t1_1											
N11.HOG0024133	OG0007576	n14						HO40_23xERB_hirisehap1_g4568.t1_1										
N11.HOG0024134	OG0007577	n0					ERB_F3_g6722.t1_1	HO40_23xERB_hirisehap1_g5432.t1_1										
N11.HOG0024135	OG0007578	n0					ERB_F3_g7602.t1_1	HO40_23xERB_hirisehap1_g6328.t1_1										
N11.HOG0024136	OG0007579	n14					ERB_F3_g7549.t1_1	HO40_23xERB_hirisehap1_g6281.t1_1										
N11.HOG0024137	OG0007580	n4					ERB_F3_g20857.t1_1											
N11.HOG0024138	OG0007580	n12						HO40_23xERB_hirisehap1_g15080.t1_1										
N11.HOG0024139	OG0007581	n4					ERB_F3_g6795.t1_1	HO40_23xERB_hirisehap1_g5510.t1_1										
N11.HOG0024140	OG0007582	n5						HO40_23xERB_hirisehap1_g3997.t1_1										
N11.HOG0024141	OG0007582	n11					ERB_F3_g5386.t1_1											
N11.HOG0024142	OG0007583	n12						HO40_23xERB_hirisehap1_g5182.t1_1										
N11.HOG0024143	OG0007584	n0					ERB_F3_g7024.t1_1	HO40_23xERB_hirisehap1_g5737.t1_1										
N11.HOG0024144	OG0007585	n0					ERB_F3_g5111.t1_1	HO40_23xERB_hirisehap1_g3725.t1_1										
N11.HOG0024145	OG0007586	n0					ERB_F3_g6432.t1_1	HO40_23xERB_hirisehap1_g5137.t1_1										
N11.HOG0024146	OG0007587	n6					ERB_F3_g16702.t1_1											
N11.HOG0024147	OG0007588	n0					ERB_F3_g6375.t1_1	HO40_23xERB_hirisehap1_g5078.t1_1										
N11.HOG0024148	OG0007589	n3					ERB_F3_g6044.t1_1	HO40_23xERB_hirisehap1_g4782.t1_1, HO40_23xERB_hirisehap1_g4654.t1_1										
N11.HOG0024149	OG0007590	n17					ERB_F3_g5789.t1_1	HO40_23xERB_hirisehap1_g4386.t1_1										
N11.HOG0024150	OG0007591	n4						HO40_23xERB_hirisehap1_g6212.t2_1										
N11.HOG0024151	OG0007591	n9					ERB_F3_g7485.t1_1											
N11.HOG0024152	OG0007592	n7					ERB_F3_g7504.t1_1	HO40_23xERB_hirisehap1_g6235.t1_1										
N11.HOG0024153	OG0007593	n9					ERB_F3_g33225.t1_1											
N11.HOG0024154	OG0007593	n16					ERB_F3_g29040.t1_1											
N11.HOG0024155	OG0007594	n10					ERB_F3_g29054.t1_1											
N11.HOG0024156	OG0007594	n12					ERB_F3_g33235.t1_1	HO40_23xERB_hirisehap1_g33767.t1_1										
N11.HOG0024157	OG0007595	n4					ERB_F3_g7501.t1_1	HO40_23xERB_hirisehap1_g6233.t1_1										
N11.HOG0024158	OG0007596	n7					ERB_F3_g6590.t1_1	HO40_23xERB_hirisehap1_g5301.t1_1										
N11.HOG0024159	OG0007597	n15						HO40_23xERB_hirisehap1_g4263.t1_1										
N11.HOG0024160	OG0007598	n6					ERB_F3_g5620.t1_1											
N11.HOG0024161	OG0007598	n12						HO40_23xERB_hirisehap1_g4244.t1_1										
N11.HOG0024162	OG0007599	n6						HO40_23xERB_hirisehap1_g4235.t1_1										
N11.HOG0024163	OG0007599	n16					ERB_F3_g5612.t1_1											
N11.HOG0024164	OG0007600	n5					ERB_F3_g5609.t1_1	HO40_23xERB_hirisehap1_g4233.t1_1										
N11.HOG0024165	OG0007601	n14					ERB_F3_g6931.t1_1	HO40_23xERB_hirisehap1_g5648.t1_1										
N11.HOG0024166	OG0007602	n10					ERB_F3_g5437.t1_1											
N11.HOG0024167	OG0007603	n0					ERB_F3_g7159.t1_1	HO40_23xERB_hirisehap1_g5880.t1_1										
N11.HOG0024168	OG0007604	n0					ERB_F3_g6962.t1_1	HO40_23xERB_hirisehap1_g5676.t1_1										
N11.HOG0024169	OG0007605	n0					ERB_F3_g5764.t1_1	HO40_23xERB_hirisehap1_g4368.t1_1										
N11.HOG0024170	OG0007606	n15						HO40_23xERB_hirisehap1_g4891.t1_1										
N11.HOG0024171	OG0007606	n16					ERB_F3_g6160.t1_1											
N11.HOG0024172	OG0007607	n4					ERB_F3_g5302.t1_1											
N11.HOG0024173	OG0007607	n17						HO40_23xERB_hirisehap1_g3908.t1_1										
N11.HOG0024174	OG0007608	n8					ERB_F3_g6727.t1_1	HO40_23xERB_hirisehap1_g5437.t1_1										
N11.HOG0024175	OG0007609	n5					ERB_F3_g6027.t1_1	HO40_23xERB_hirisehap1_g4640.t1_1										
N11.HOG0024176	OG0007609	n18						HO40_23xERB_hirisehap1_g4768.t1_1										
N11.HOG0024177	OG0007610	n0					ERB_F3_g6853.t1_1	HO40_23xERB_hirisehap1_g5569.t1_1										
N11.HOG0024178	OG0007611	n0					ERB_F3_g20978.t1_1	HO40_23xERB_hirisehap1_g15209.t1_1										
N11.HOG0024179	OG0007612	n0					ERB_F3_g7337.t1_1	HO40_23xERB_hirisehap1_g6063.t1_1										
N11.HOG0024180	OG0007613	n0					ERB_F3_g40177.t1_1, ERB_F3_g40171.t1_1, ERB_F3_g2182.t1_1	HO40_23xERB_hirisehap1_g18608.t1_1										
N11.HOG0024181	OG0007615	n10					ERB_F3_g7044.t1_1											
N11.HOG0024182	OG0007616	n4					ERB_F3_g7408.t1_1	HO40_23xERB_hirisehap1_g6135.t1_1										
N11.HOG0024183	OG0007617	n0					ERB_F3_g7396.t1_1	HO40_23xERB_hirisehap1_g6124.t1_1										
N11.HOG0024184	OG0007618	n13					ERB_F3_g7407.t1_1	HO40_23xERB_hirisehap1_g6134.t1_1										
N11.HOG0024185	OG0007619	n8					ERB_F3_g7582.t1_1	HO40_23xERB_hirisehap1_g6312.t1_1										
N11.HOG0024186	OG0007620	n0					ERB_F3_g5927.t1_1	HO40_23xERB_hirisehap1_g4535.t1_1										
N11.HOG0024187	OG0007621	n0					ERB_F3_g6055.t1_1	HO40_23xERB_hirisehap1_g4668.t1_1, HO40_23xERB_hirisehap1_g4793.t1_1										
N11.HOG0024188	OG0007622	n3					ERB_F3_g7143.t1_1											
N11.HOG0024189	OG0007622	n13						HO40_23xERB_hirisehap1_g5863.t1_1										
N11.HOG0024190	OG0007623	n6					ERB_F3_g6614.t1_1											
N11.HOG0024191	OG0007623	n11						HO40_23xERB_hirisehap1_g5320.t1_1										
N11.HOG0024192	OG0007624	n7					ERB_F3_g6773.t1_1	HO40_23xERB_hirisehap1_g5484.t1_1										
N11.HOG0024193	OG0007625	n8					ERB_F3_g2154.t2_1	HO40_23xERB_hirisehap1_g18636.t2_1										
N11.HOG0024194	OG0007625	n11					ERB_F3_g2154.t1_1	HO40_23xERB_hirisehap1_g18636.t1_1										
N11.HOG0024195	OG0007626	n5					ERB_F3_g6593.t1_1											
N11.HOG0024196	OG0007626	n13						HO40_23xERB_hirisehap1_g5304.t1_1										
N11.HOG0024197	OG0007627	n13					ERB_F3_g6300.t1_1	HO40_23xERB_hirisehap1_g5005.t1_1										
N11.HOG0024198	OG0007628	n10					ERB_F3_g5713.t1_1											
N11.HOG0024199	OG0007628	n12					ERB_F3_g5713.t2_1											
N11.HOG0024200	OG0007629	n2					ERB_F3_g16217.t1_1											
N11.HOG0024201	OG0007630	n3					ERB_F3_g7544.t1_1	HO40_23xERB_hirisehap1_g6276.t1_1										
N11.HOG0024202	OG0007631	n10					ERB_F3_g5860.t1_1											
N11.HOG0024203	OG0007631	n15						HO40_23xERB_hirisehap1_g4465.t1_1										
N11.HOG0024204	OG0007632	n10					ERB_F3_g5784.t1_1	HO40_23xERB_hirisehap1_g4384.t1_1										
N11.HOG0024205	OG0007633	n0					ERB_F3_g2042.t1_1	HO40_23xERB_hirisehap1_g18745.t1_1										
N11.HOG0024206	OG0007634	n0					ERB_F3_g2041.t1_1	HO40_23xERB_hirisehap1_g18746.t1_1										
N11.HOG0024207	OG0007635	n9					ERB_F3_g5960.t1_1											
N11.HOG0024208	OG0007636	n2						HO40_23xERB_hirisehap1_g4705.t1_1										
N11.HOG0024209	OG0007636	n19					ERB_F3_g6098.t2_1											
N11.HOG0024210	OG0007636	n20					ERB_F3_g6098.t1_1											
N11.HOG0024211	OG0007637	n8					ERB_F3_g21106.t1_1	HO40_23xERB_hirisehap1_g15327.t1_1										
N11.HOG0024212	OG0007638	n9					ERB_F3_g6317.t1_1	HO40_23xERB_hirisehap1_g5024.t1_1										
N11.HOG0024213	OG0007639	n6					ERB_F3_g6417.t1_1											
N11.HOG0024214	OG0007639	n17						HO40_23xERB_hirisehap1_g5118.t1_1										
N11.HOG0024215	OG0007640	n8					ERB_F3_g6682.t1_1	HO40_23xERB_hirisehap1_g5390.t1_1										
N11.HOG0024216	OG0007641	n11					ERB_F3_g7203.t1_1	HO40_23xERB_hirisehap1_g5928.t1_1										
N11.HOG0024217	OG0007642	n0					ERB_F3_g21110.t1_1	HO40_23xERB_hirisehap1_g15331.t1_1										
N11.HOG0024218	OG0007643	n13					ERB_F3_g7238.t1_1											
N11.HOG0024219	OG0007644	n7					ERB_F3_g7491.t1_1	HO40_23xERB_hirisehap1_g6221.t1_1										
N11.HOG0024220	OG0007645	n8						HO40_23xERB_hirisehap1_g18799.t1_1										
N11.HOG0024221	OG0007645	n15					ERB_F3_g2001.t1_1											
N11.HOG0024222	OG0007646	n14					ERB_F3_g5880.t1_1	HO40_23xERB_hirisehap1_g4475.t1_1										
N11.HOG0024223	OG0007647	n13					ERB_F3_g6922.t1_1	HO40_23xERB_hirisehap1_g5639.t1_1										
N11.HOG0024224	OG0007648	n7					ERB_F3_g6921.t1_1											
N11.HOG0024225	OG0007650	n4					ERB_F3_g5388.t1_1											
N11.HOG0024226	OG0007650	n14						HO40_23xERB_hirisehap1_g3999.t1_1										
N11.HOG0024227	OG0007652	n4					ERB_F3_g7555.t1_1	HO40_23xERB_hirisehap1_g6286.t1_1										
N11.HOG0024228	OG0007653	n6					ERB_F3_g5908.t1_1	HO40_23xERB_hirisehap1_g4510.t1_1										
N11.HOG0024229	OG0007654	n10					ERB_F3_g5604.t1_1	HO40_23xERB_hirisehap1_g4228.t1_1										
N11.HOG0024230	OG0007655	n1					ERB_F3_g6446.t1_1	HO40_23xERB_hirisehap1_g5152.t1_1										
N11.HOG0024231	OG0007656	n0					ERB_F3_g1974.t1_1	HO40_23xERB_hirisehap1_g18827.t1_1										
N11.HOG0024232	OG0007657	n0					ERB_F3_g6513.t1_1	HO40_23xERB_hirisehap1_g5227.t1_1										
N11.HOG0024233	OG0007658	n7					ERB_F3_g7288.t2_1	HO40_23xERB_hirisehap1_g6010.t2_1										
N11.HOG0024234	OG0007658	n16					ERB_F3_g7288.t1_1	HO40_23xERB_hirisehap1_g6010.t1_1										
N11.HOG0024235	OG0007659	n9					ERB_F3_g5391.t1_1	HO40_23xERB_hirisehap1_g4002.t1_1										
N11.HOG0024236	OG0007660	n6					ERB_F3_g6494.t1_1	HO40_23xERB_hirisehap1_g5204.t1_1										
N11.HOG0024237	OG0007661	n0					ERB_F3_g6653.t1_1	HO40_23xERB_hirisehap1_g5365.t1_1										
N11.HOG0024238	OG0007663	n10					ERB_F3_g5677.t1_1	HO40_23xERB_hirisehap1_g4281.t1_1										
N11.HOG0024239	OG0007664	n5					ERB_F3_g6370.t1_1											
N11.HOG0024240	OG0007665	n6					ERB_F3_g7546.t1_1	HO40_23xERB_hirisehap1_g6278.t1_1										
N11.HOG0024241	OG0007666	n5					ERB_F3_g6755.t1_1	HO40_23xERB_hirisehap1_g5467.t1_1										
N11.HOG0024242	OG0007667	n11					ERB_F3_g6791.t1_1											
N11.HOG0024243	OG0007668	n13					ERB_F3_g5543.t1_1	HO40_23xERB_hirisehap1_g4173.t1_1										
N11.HOG0024244	OG0007669	n5						HO40_23xERB_hirisehap1_g3695.t1_1, HO40_23xERB_hirisehap1_g3695.t2_1										
N11.HOG0024245	OG0007669	n8					ERB_F3_g5075.t1_1											
N11.HOG0024246	OG0007670	n5						HO40_23xERB_hirisehap1_g4572.t1_1										
N11.HOG0024247	OG0007670	n13					ERB_F3_g5958.t1_1											
N11.HOG0024248	OG0007671	n7					ERB_F3_g7219.t1_1	HO40_23xERB_hirisehap1_g5943.t1_1										
N11.HOG0024249	OG0007672	n6					ERB_F3_g6486.t1_1											
N11.HOG0024250	OG0007673	n17						HO40_23xERB_hirisehap1_g5961.t1_1										
N11.HOG0024251	OG0007674	n7						HO40_23xERB_hirisehap1_g4214.t1_1										
N11.HOG0024252	OG0007674	n11					ERB_F3_g5586.t1_1	HO40_23xERB_hirisehap1_g4214.t2_1										
N11.HOG0024253	OG0007675	n13					ERB_F3_g7677.t1_1											
N11.HOG0024254	OG0007676	n11						HO40_23xERB_hirisehap1_g5053.t1_1										
N11.HOG0024255	OG0007677	n12					ERB_F3_g6340.t1_1	HO40_23xERB_hirisehap1_g5050.t1_1										
N11.HOG0024256	OG0007678	n4					ERB_F3_g6353.t1_1											
N11.HOG0024257	OG0007678	n10						HO40_23xERB_hirisehap1_g5056.t1_1										
N11.HOG0024258	OG0007679	n11					ERB_F3_g6314.t1_1											
N11.HOG0024259	OG0007679	n15						HO40_23xERB_hirisehap1_g5020.t1_1										
N11.HOG0024260	OG0007680	n5					ERB_F3_g6316.t1_1											
N11.HOG0024261	OG0007680	n13						HO40_23xERB_hirisehap1_g5023.t1_1										
N11.HOG0024262	OG0007681	n0					ERB_F3_g1920.t1_1	HO40_23xERB_hirisehap1_g18876.t1_1										
N11.HOG0024263	OG0007682	n8					ERB_F3_g6335.t1_1	HO40_23xERB_hirisehap1_g5042.t1_1										
N11.HOG0024264	OG0007683	n3					ERB_F3_g1919.t1_1, ERB_F3_g1919.t2_1											
N11.HOG0024265	OG0007683	n15						HO40_23xERB_hirisehap1_g18877.t1_1										
N11.HOG0024266	OG0007684	n7					ERB_F3_g6327.t1_1	HO40_23xERB_hirisehap1_g5034.t1_1										
N11.HOG0024267	OG0007685	n4					ERB_F3_g5600.t1_1	HO40_23xERB_hirisehap1_g4225.t1_1										
N11.HOG0024268	OG0007685	n15					ERB_F3_g5602.t1_1											
N11.HOG0024269	OG0007686	n9						HO40_23xERB_hirisehap1_g2983.t2_1										
N11.HOG0024270	OG0007686	n13						HO40_23xERB_hirisehap1_g2983.t1_1										
N11.HOG0024271	OG0007686	n18					ERB_F3_g16339.t1_1											
N11.HOG0024272	OG0007687	n5						HO40_23xERB_hirisehap1_g5229.t2_1										
N11.HOG0024273	OG0007687	n7					ERB_F3_g6518.t1_1	HO40_23xERB_hirisehap1_g5229.t1_1										
N11.HOG0024274	OG0007688	n6					ERB_F3_g7315.t1_1	HO40_23xERB_hirisehap1_g6042.t1_1										
N11.HOG0024275	OG0007689	n2						HO40_23xERB_hirisehap1_g4047.t1_1										
N11.HOG0024276	OG0007689	n7					ERB_F3_g5427.t1_1											
N11.HOG0024277	OG0007690	n5					ERB_F3_g5836.t1_1	HO40_23xERB_hirisehap1_g4438.t1_1										
N11.HOG0024278	OG0007691	n5						HO40_23xERB_hirisehap1_g5189.t1_1										
N11.HOG0024279	OG0007691	n8					ERB_F3_g6478.t1_1											
N11.HOG0024280	OG0007692	n7						HO40_23xERB_hirisehap1_g4580.t1_1										
N11.HOG0024281	OG0007692	n12					ERB_F3_g5967.t1_1											
N11.HOG0024282	OG0007693	n11					ERB_F3_g6026.t1_1											
N11.HOG0024283	OG0007693	n14						HO40_23xERB_hirisehap1_g4637.t1_1										
N11.HOG0024284	OG0007694	n16					ERB_F3_g6905.t1_1	HO40_23xERB_hirisehap1_g5623.t1_1										
N11.HOG0024285	OG0007694	n20					ERB_F3_g6905.t2_1											
N11.HOG0024286	OG0007695	n13					ERB_F3_g6502.t1_1	HO40_23xERB_hirisehap1_g5214.t1_1										
N11.HOG0024287	OG0007696	n9						HO40_23xERB_hirisehap1_g5590.t1_1										
N11.HOG0024288	OG0007696	n18					ERB_F3_g6874.t1_1											
N11.HOG0024289	OG0007697	n0					ERB_F3_g5350.t1_1	HO40_23xERB_hirisehap1_g3958.t1_1										
N11.HOG0024290	OG0007698	n8					ERB_F3_g1888.t1_1	HO40_23xERB_hirisehap1_g18904.t1_1										
N11.HOG0024291	OG0007699	n0					ERB_F3_g5928.t1_1	HO40_23xERB_hirisehap1_g4540.t1_1										
N11.HOG0024292	OG0007700	n5					ERB_F3_g6520.t1_1											
N11.HOG0024293	OG0007701	n5					ERB_F3_g6968.t1_1	HO40_23xERB_hirisehap1_g5682.t1_1										
N11.HOG0024294	OG0007702	n7					ERB_F3_g7111.t1_1	HO40_23xERB_hirisehap1_g5831.t1_1										
N11.HOG0024295	OG0007703	n8					ERB_F3_g6228.t1_1											
N11.HOG0024296	OG0007703	n10						HO40_23xERB_hirisehap1_g4948.t1_1										
N11.HOG0024297	OG0007704	n12					ERB_F3_g5970.t1_1	HO40_23xERB_hirisehap1_g4583.t1_1										
N11.HOG0024298	OG0007705	n12					ERB_F3_g6616.t1_1	HO40_23xERB_hirisehap1_g5322.t1_1										
N11.HOG0024299	OG0007706	n17					ERB_F3_g6670.t1_1	HO40_23xERB_hirisehap1_g5378.t1_1										
N11.HOG0024300	OG0007707	n6					ERB_F3_g40270.t1_1											
N11.HOG0024301	OG0007707	n12					ERB_F3_g6836.t1_1	HO40_23xERB_hirisehap1_g5551.t1_1										
N11.HOG0024302	OG0007708	n4						HO40_23xERB_hirisehap1_g3839.t1_1										
N11.HOG0024303	OG0007708	n14					ERB_F3_g5221.t1_1											
N11.HOG0024304	OG0007709	n20					ERB_F3_g7573.t1_1	HO40_23xERB_hirisehap1_g6304.t1_1										
N11.HOG0024305	OG0007710	n7					ERB_F3_g7655.t1_1											
N11.HOG0024306	OG0007712	n0					ERB_F3_g7653.t1_1	HO40_23xERB_hirisehap1_g6378.t1_1										
N11.HOG0024307	OG0007713	n13					ERB_F3_g7535.t1_1											
N11.HOG0024308	OG0007714	n6					ERB_F3_g5574.t1_1	HO40_23xERB_hirisehap1_g4201.t1_1										
N11.HOG0024309	OG0007715	n0					ERB_F3_g6544.t1_1	HO40_23xERB_hirisehap1_g5254.t1_1										
N11.HOG0024310	OG0007716	n0					ERB_F3_g21129.t1_1	HO40_23xERB_hirisehap1_g15349.t1_1										
N11.HOG0024311	OG0007717	n7						HO40_23xERB_hirisehap1_g18968.t1_1										
N11.HOG0024312	OG0007718	n6						HO40_23xERB_hirisehap1_g33594.t1_1										
N11.HOG0024313	OG0007718	n13					ERB_F3_g34001.t1_1											
N11.HOG0024314	OG0007718	n20					ERB_F3_g38269.t1_1											
N11.HOG0024315	OG0007719	n5					ERB_F3_g964.t1_1	HO40_23xERB_hirisehap1_g30837.t1_1										
N11.HOG0024316	OG0007720	n5					ERB_F3_g19401.t1_1	HO40_23xERB_hirisehap1_g10777.t1_1										
N11.HOG0024317	OG0007721	n15					ERB_F3_g18055.t1_1	HO40_23xERB_hirisehap1_g9043.t1_1										
N11.HOG0024318	OG0007722	n4					ERB_F3_g1810.t1_1											
N11.HOG0024319	OG0007722	n13						HO40_23xERB_hirisehap1_g18989.t2_1										
N11.HOG0024320	OG0007722	n19						HO40_23xERB_hirisehap1_g18989.t1_1										
N11.HOG0024321	OG0007723	n10					ERB_F3_g13087.t1_1	HO40_23xERB_hirisehap1_g32087.t1_1										
N11.HOG0024322	OG0007725	n0					ERB_F3_g1789.t1_1	HO40_23xERB_hirisehap1_g19007.t1_1										
N11.HOG0024323	OG0007726	n4					ERB_F3_g1770.t1_1	HO40_23xERB_hirisehap1_g19025.t1_1										
N11.HOG0024324	OG0007727	n0					ERB_F3_g20869.t1_1	HO40_23xERB_hirisehap1_g15097.t1_1										
N11.HOG0024325	OG0007728	n12					ERB_F3_g11129.t1_1											
N11.HOG0024326	OG0007728	n16						HO40_23xERB_hirisehap1_g16155.t1_1										
N11.HOG0024327	OG0007729	n7						HO40_23xERB_hirisehap1_g15642.t1_1										
N11.HOG0024328	OG0007729	n10					ERB_F3_g21435.t1_1											
N11.HOG0024329	OG0007730	n8						HO40_23xERB_hirisehap1_g17673.t2_1										
N11.HOG0024330	OG0007730	n12					ERB_F3_g3037.t1_1	HO40_23xERB_hirisehap1_g17673.t1_1										
N11.HOG0024331	OG0007731	n0					ERB_F3_g21168.t1_1	HO40_23xERB_hirisehap1_g15388.t1_1										
N11.HOG0024332	OG0007732	n0					ERB_F3_g20521.t1_1	HO40_23xERB_hirisehap1_g14751.t1_1										
N11.HOG0024333	OG0007733	n6					ERB_F3_g20525.t1_1	HO40_23xERB_hirisehap1_g14755.t1_1										
N11.HOG0024334	OG0007734	n5					ERB_F3_g20529.t1_1	HO40_23xERB_hirisehap1_g14759.t1_1										
N11.HOG0024335	OG0007735	n20						HO40_23xERB_hirisehap1_g15399.t1_1										
N11.HOG0024336	OG0007736	n0					ERB_F3_g20562.t1_1	HO40_23xERB_hirisehap1_g14792.t1_1										
N11.HOG0024337	OG0007737	n0					ERB_F3_g20567.t1_1	HO40_23xERB_hirisehap1_g14797.t1_1										
N11.HOG0024338	OG0007738	n0					ERB_F3_g20624.t1_1	HO40_23xERB_hirisehap1_g14856.t1_1										
N11.HOG0024339	OG0007739	n0					ERB_F3_g20627.t1_1	HO40_23xERB_hirisehap1_g14859.t1_1										
N11.HOG0024340	OG0007740	n4					ERB_F3_g21035.t2_1	HO40_23xERB_hirisehap1_g15265.t1_1										
N11.HOG0024341	OG0007740	n18					ERB_F3_g21035.t1_1											
N11.HOG0024342	OG0007741	n0					ERB_F3_g20693.t1_1	HO40_23xERB_hirisehap1_g14925.t1_1										
N11.HOG0024343	OG0007742	n16						HO40_23xERB_hirisehap1_g14962.t1_1										
N11.HOG0024344	OG0007743	n6					ERB_F3_g20741.t1_1	HO40_23xERB_hirisehap1_g14973.t1_1										
N11.HOG0024345	OG0007744	n8					ERB_F3_g20762.t1_1	HO40_23xERB_hirisehap1_g14991.t1_1										
N11.HOG0024346	OG0007745	n0					ERB_F3_g20785.t1_1	HO40_23xERB_hirisehap1_g15010.t1_1										
N11.HOG0024347	OG0007746	n0					ERB_F3_g21208.t1_1	HO40_23xERB_hirisehap1_g15426.t1_1										
N11.HOG0024348	OG0007747	n7					ERB_F3_g20819.t1_1											
N11.HOG0024349	OG0007748	n1					ERB_F3_g20820.t1_1	HO40_23xERB_hirisehap1_g15042.t1_1										
N11.HOG0024350	OG0007749	n9					ERB_F3_g20849.t1_1	HO40_23xERB_hirisehap1_g15071.t1_1										
N11.HOG0024351	OG0007751	n6					ERB_F3_g21212.t1_1	HO40_23xERB_hirisehap1_g15430.t1_1										
N11.HOG0024352	OG0007752	n0					ERB_F3_g20873.t1_1	HO40_23xERB_hirisehap1_g15101.t1_1										
N11.HOG0024353	OG0007753	n6						HO40_23xERB_hirisehap1_g15439.t1_1										
N11.HOG0024354	OG0007753	n10					ERB_F3_g21222.t1_1											
N11.HOG0024355	OG0007754	n8					ERB_F3_g20945.t1_1											
N11.HOG0024356	OG0007755	n0					ERB_F3_g10994.t1_1	HO40_23xERB_hirisehap1_g16021.t1_1										
N11.HOG0024357	OG0007756	n5					ERB_F3_g10942.t1_1											
N11.HOG0024358	OG0007756	n8					ERB_F3_g10942.t2_1	HO40_23xERB_hirisehap1_g15981.t1_1										
N11.HOG0024359	OG0007757	n9					ERB_F3_g1893.t1_1	HO40_23xERB_hirisehap1_g18899.t1_1										
N11.HOG0024360	OG0007758	n6					ERB_F3_g23317.t1_1	HO40_23xERB_hirisehap1_g9200.t1_1										
N11.HOG0024361	OG0007759	n0					ERB_F3_g18663.t1_1	HO40_23xERB_hirisehap1_g10051.t1_1										
N11.HOG0024362	OG0007760	n9						HO40_23xERB_hirisehap1_g15614.t1_1										
N11.HOG0024363	OG0007760	n13					ERB_F3_g21399.t1_1											
N11.HOG0024364	OG0007761	n14					ERB_F3_g17788.t1_1	HO40_23xERB_hirisehap1_g8771.t1_1										
N11.HOG0024365	OG0007762	n10					ERB_F3_g38382.t1_1	HO40_23xERB_hirisehap1_g10970.t1_1										
N11.HOG0024366	OG0007763	n5						HO40_23xERB_hirisehap1_g10304.t1_1										
N11.HOG0024367	OG0007763	n17					ERB_F3_g18927.t1_1											
N11.HOG0024368	OG0007764	n10					ERB_F3_g17078.t1_1	HO40_23xERB_hirisehap1_g8071.t1_1										
