HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N13.HOG0034236	OG0011817	n0										I3_g18050.t1_1	JL_Mother_g27190.t1_1					
N13.HOG0034237	OG0011818	n0										I3_g18049.t1_1	JL_Mother_g27189.t1_1					
N13.HOG0034238	OG0011819	n6										I3_g48932.t1_1						
N13.HOG0034239	OG0011819	n10										I3_g45414.t1_1	JL_Mother_g2886.t1_1					
N13.HOG0034240	OG0011820	n13										I3_g46748.t1_1						
N13.HOG0034241	OG0011820	n16										I3_g18239.t1_1						
N13.HOG0034242	OG0011821	n5										I3_g17887.t1_1	JL_Mother_g31853.t2_1					
N13.HOG0034243	OG0011821	n18											JL_Mother_g31853.t1_1					
N13.HOG0034244	OG0011822	n0										I3_g10717.t1_1	JL_Mother_g12390.t1_1					
N13.HOG0034245	OG0011824	n0										I3_g41941.t1_1	JL_Mother_g6237.t1_1					
N13.HOG0034246	OG0011825	n0										I3_g17835.t1_1	JL_Mother_g31795.t1_1					
N13.HOG0034247	OG0011826	n5										I3_g41965.t1_1	JL_Mother_g6269.t1_1					
N13.HOG0034248	OG0011826	n15										I3_g19258.t1_1						
N13.HOG0034249	OG0011827	n8										I3_g41971.t1_1, I3_g19252.t1_1	JL_Mother_g6284.t1_1					
N13.HOG0034250	OG0011828	n12										I3_g10389.t1_1						
N13.HOG0034251	OG0011829	n5											JL_Mother_g27161.t1_1					
N13.HOG0034252	OG0011829	n14										I3_g18022.t1_1						
N13.HOG0034253	OG0011830	n0										I3_g20296.t1_1	JL_Mother_g16108.t1_1					
N13.HOG0034254	OG0011831	n4										I3_g48357.t1_1	JL_Mother_g26751.t1_1					
N13.HOG0034255	OG0011831	n17										I3_g49237.t1_1						
N13.HOG0034256	OG0011832	n7										I3_g17996.t1_1						
N13.HOG0034257	OG0011832	n18											JL_Mother_g36412.t1_1					
N13.HOG0034258	OG0011833	n0										I3_g36565.t1_1, I3_g30740.t1_1	JL_Mother_g19416.t1_1					
N13.HOG0034259	OG0011834	n0										I3_g17899.t1_1	JL_Mother_g31863.t1_1					
N13.HOG0034260	OG0011835	n0										I3_g20269.t1_1	JL_Mother_g16084.t1_1					
N13.HOG0034261	OG0011836	n9										I3_g38991.t1_1	JL_Mother_g36103.t1_1					
N13.HOG0034262	OG0011836	n14										I3_g28426.t1_1						
N13.HOG0034263	OG0011837	n11										I3_g13418.t1_1						
N13.HOG0034264	OG0011837	n15										I3_g22655.t1_1						
N13.HOG0034265	OG0011838	n12										I3_g20303.t1_1	JL_Mother_g16118.t1_1					
N13.HOG0034266	OG0011839	n6										I3_g36554.t1_1						
N13.HOG0034267	OG0011839	n10										I3_g30755.t1_1						
N13.HOG0034268	OG0011840	n6										I3_g36584.t1_1, I3_g30718.t1_1	JL_Mother_g19400.t1_1					
N13.HOG0034269	OG0011841	n13										I3_g30716.t1_1, I3_g36586.t1_1	JL_Mother_g19398.t1_1					
N13.HOG0034270	OG0011842	n6										I3_g20464.t1_1						
N13.HOG0034271	OG0011842	n16											JL_Mother_g16271.t1_1					
N13.HOG0034272	OG0011843	n7										I3_g18260.t1_1						
N13.HOG0034273	OG0011843	n11										I3_g33472.t1_1						
N13.HOG0034274	OG0011844	n10										I3_g36608.t1_1						
N13.HOG0034275	OG0011844	n11										I3_g30693.t1_1	JL_Mother_g14562.t1_1					
N13.HOG0034276	OG0011845	n0										I3_g28406.t1_1, I3_g37640.t1_1	JL_Mother_g27020.t1_1					
N13.HOG0034277	OG0011846	n0										I3_g36549.t1_1, I3_g30760.t1_1	JL_Mother_g19434.t1_1					
N13.HOG0034278	OG0011847	n11										I3_g11020.t1_1	JL_Mother_g12088.t1_1					
N13.HOG0034279	OG0011848	n6										I3_g13391.t1_1						
N13.HOG0034280	OG0011848	n7										I3_g39026.t1_1						
N13.HOG0034281	OG0011849	n0										I3_g17988.t1_1	JL_Mother_g36404.t1_1					
N13.HOG0034282	OG0011850	n5										I3_g37304.t1_1	JL_Mother_g40681.t1_1					
N13.HOG0034283	OG0011850	n12										I3_g43155.t1_1						
N13.HOG0034284	OG0011851	n4											JL_Mother_g34144.t1_1					
N13.HOG0034285	OG0011851	n6										I3_g11133.t1_1						
N13.HOG0034286	OG0011852	n10										I3_g11127.t1_1	JL_Mother_g34149.t1_1					
N13.HOG0034287	OG0011853	n11											JL_Mother_g34165.t1_1					
N13.HOG0034288	OG0011854	n0										I3_g11128.t1_1	JL_Mother_g34148.t1_1					
N13.HOG0034289	OG0011855	n6										I3_g11068.t1_1						
N13.HOG0034290	OG0011856	n15										I3_g30632.t1_1						
N13.HOG0034291	OG0011857	n0										I3_g30703.t1_1, I3_g36599.t1_1	JL_Mother_g19386.t1_1					
N13.HOG0034292	OG0011858	n0										I3_g10752.t1_1	JL_Mother_g12356.t1_1					
N13.HOG0034293	OG0011859	n5										I3_g10892.t1_1						
N13.HOG0034294	OG0011859	n14											JL_Mother_g12215.t1_1					
N13.HOG0034295	OG0011860	n8										I3_g10966.t1_1	JL_Mother_g12140.t1_1					
N13.HOG0034296	OG0011861	n10											JL_Mother_g14402.t1_1					
N13.HOG0034297	OG0011862	n9										I3_g18037.t1_1						
N13.HOG0034298	OG0011863	n9										I3_g10860.t1_1	JL_Mother_g12248.t1_1					
N13.HOG0034299	OG0011864	n7										I3_g18234.t1_1	JL_Mother_g16070.t1_1					
N13.HOG0034300	OG0011865	n10										I3_g10888.t1_1	JL_Mother_g12219.t1_1					
N13.HOG0034301	OG0011866	n0										I3_g18055.t1_1	JL_Mother_g27196.t1_1					
N13.HOG0034302	OG0011867	n11											JL_Mother_g16095.t1_1					
N13.HOG0034303	OG0011867	n18										I3_g20278.t1_1						
N13.HOG0034304	OG0011868	n0										I3_g37631.t1_1, I3_g28419.t1_1	JL_Mother_g42017.t1_1					
N13.HOG0034305	OG0011869	n0										I3_g17892.t1_1	JL_Mother_g31856.t1_1					
N13.HOG0034306	OG0011870	n11										I3_g20316.t1_1	JL_Mother_g16130.t1_1					
N13.HOG0034307	OG0011871	n7										I3_g18056.t1_1						
N13.HOG0034308	OG0011871	n17											JL_Mother_g27197.t1_1					
N13.HOG0034309	OG0011872	n0										I3_g18570.t1_1	JL_Mother_g5138.t1_1					
N13.HOG0034310	OG0011873	n1										I3_g43294.t1_1						
N13.HOG0034311	OG0011873	n5											JL_Mother_g19545.t1_1					
N13.HOG0034312	OG0011873	n13										I3_g41119.t1_1	JL_Mother_g24433.t1_1					
N13.HOG0034313	OG0011874	n5										I3_g18580.t1_1	JL_Mother_g5131.t1_1					
N13.HOG0034314	OG0011875	n11										I3_g13039.t1_1						
N13.HOG0034315	OG0011875	n13											JL_Mother_g41797.t1_1					
N13.HOG0034316	OG0011875	n18										I3_g24633.t1_1	JL_Mother_g40553.t1_1					
N13.HOG0034317	OG0011876	n0										I3_g4140.t1_1	JL_Mother_g2078.t1_1					
N13.HOG0034318	OG0011877	n7										I3_g6237.t1_1, I3_g30022.t1_1						
N13.HOG0034319	OG0011878	n12											JL_Mother_g36589.t1_1					
N13.HOG0034320	OG0011879	n0										I3_g30737.t1_1, I3_g36567.t1_1, I3_g36567.t2_1	JL_Mother_g19413.t1_1					
N13.HOG0034321	OG0011880	n10										I3_g38993.t1_1	JL_Mother_g36107.t1_1					
N13.HOG0034322	OG0011880	n18										I3_g28423.t1_1						
N13.HOG0034323	OG0011881	n0										I3_g3662.t1_1	JL_Mother_g7840.t1_1					
N13.HOG0034324	OG0011882	n8											JL_Mother_g34131.t1_1					
N13.HOG0034325	OG0011882	n14										I3_g11146.t1_1						
N13.HOG0034326	OG0011883	n6										I3_g43151.t1_1						
N13.HOG0034327	OG0011883	n7										I3_g37305.t1_1	JL_Mother_g40680.t1_1					
N13.HOG0034328	OG0011884	n11										I3_g17886.t1_1						
N13.HOG0034329	OG0011884	n16											JL_Mother_g31852.t1_1					
N13.HOG0034330	OG0011885	n9										I3_g18125.t1_1	JL_Mother_g27268.t1_1					
N13.HOG0034331	OG0011886	n7										I3_g46727.t1_1, I3_g42980.t1_1	JL_Mother_g26698.t1_1					
N13.HOG0034332	OG0011887	n14										I3_g18006.t1_1						
N13.HOG0034333	OG0011888	n7										I3_g10793.t1_1	JL_Mother_g12314.t1_1					
N13.HOG0034334	OG0011889	n5										I3_g3597.t1_1						
N13.HOG0034335	OG0011889	n10											JL_Mother_g7783.t1_1					
N13.HOG0034336	OG0011890	n15										I3_g11078.t1_1						
N13.HOG0034337	OG0011891	n7										I3_g37672.t1_1						
N13.HOG0034338	OG0011891	n11										I3_g28385.t1_1	JL_Mother_g27058.t1_1					
N13.HOG0034339	OG0011892	n0										I3_g50150.t2_1, I3_g50150.t1_1, I3_g10681.t1_1	JL_Mother_g12429.t1_1					
N13.HOG0034340	OG0011893	n0										I3_g41942.t1_1	JL_Mother_g6240.t1_1					
N13.HOG0034341	OG0011894	n0										I3_g3595.t1_1	JL_Mother_g7781.t1_1					
N13.HOG0034342	OG0011895	n5										I3_g10871.t1_1						
N13.HOG0034343	OG0011896	n9										I3_g11140.t1_1	JL_Mother_g34137.t1_1					
N13.HOG0034344	OG0011897	n6										I3_g46998.t1_1						
N13.HOG0034345	OG0011897	n8										I3_g19569.t1_1	JL_Mother_g27153.t1_1					
N13.HOG0034346	OG0011898	n5										I3_g36594.t1_1	JL_Mother_g19388.t1_1					
N13.HOG0034347	OG0011898	n9										I3_g30706.t1_1						
N13.HOG0034348	OG0011899	n10										I3_g20800.t1_1						
N13.HOG0034349	OG0011900	n0										I3_g36546.t1_1, I3_g30763.t1_1	JL_Mother_g19438.t1_1					
N13.HOG0034350	OG0011901	n9											JL_Mother_g14363.t1_1					
N13.HOG0034351	OG0011901	n12										I3_g10503.t1_1						
N13.HOG0034352	OG0011902	n16											JL_Mother_g17724.t1_1					
N13.HOG0034353	OG0011903	n10										I3_g36527.t1_1						
N13.HOG0034354	OG0011903	n17										I3_g30780.t1_1						
N13.HOG0034355	OG0011904	n7											JL_Mother_g16253.t1_1					
N13.HOG0034356	OG0011904	n17										I3_g20458.t1_1						
N13.HOG0034357	OG0011905	n7										I3_g20459.t1_1	JL_Mother_g16254.t1_1					
N13.HOG0034358	OG0011906	n4										I3_g47578.t1_1, I3_g43283.t1_1						
N13.HOG0034359	OG0011906	n12										I3_g49601.t1_1	JL_Mother_g32017.t1_1					
N13.HOG0034360	OG0011907	n5											JL_Mother_g14501.t1_1					
N13.HOG0034361	OG0011907	n14										I3_g30629.t1_1						
N13.HOG0034362	OG0011908	n11										I3_g11144.t1_1						
N13.HOG0034363	OG0011909	n0										I3_g10972.t1_1	JL_Mother_g12134.t1_1					
N13.HOG0034364	OG0011910	n7										I3_g18165.t1_1						
N13.HOG0034365	OG0011910	n9											JL_Mother_g27318.t1_1					
N13.HOG0034366	OG0011911	n0										I3_g10750.t1_1	JL_Mother_g12358.t1_1					
N13.HOG0034367	OG0011912	n0										I3_g30672.t1_1, I3_g40539.t1_1	JL_Mother_g14539.t1_1					
N13.HOG0034368	OG0011913	n6										I3_g3576.t1_1	JL_Mother_g7765.t1_1					
N13.HOG0034369	OG0011914	n0										I3_g11137.t1_1	JL_Mother_g34140.t1_1					
N13.HOG0034370	OG0011915	n0										I3_g17913.t1_1	JL_Mother_g31876.t1_1					
N13.HOG0034371	OG0011916	n15										I3_g17926.t1_1	JL_Mother_g36359.t1_1					
N13.HOG0034372	OG0011918	n4											JL_Mother_g2959.t1_1					
N13.HOG0034373	OG0011918	n12										I3_g33780.t1_1						
N13.HOG0034374	OG0011918	n13										I3_g29671.t1_1						
N13.HOG0034375	OG0011919	n8										I3_g11183.t1_1	JL_Mother_g34097.t1_1					
N13.HOG0034376	OG0011920	n0										I3_g36574.t1_1, I3_g30731.t1_1	JL_Mother_g19409.t1_1					
N13.HOG0034377	OG0011921	n0										I3_g37276.t1_1	JL_Mother_g40729.t1_1					
N13.HOG0034378	OG0011922	n0										I3_g17901.t1_1	JL_Mother_g31865.t1_1					
N13.HOG0034379	OG0011923	n6										I3_g27148.t1_1						
N13.HOG0034380	OG0011923	n10										I3_g19487.t1_1	JL_Mother_g17722.t1_1					
N13.HOG0034381	OG0011924	n4										I3_g10745.t1_1						
N13.HOG0034382	OG0011924	n15											JL_Mother_g12363.t1_1					
N13.HOG0034383	OG0011925	n12										I3_g19379.t1_1						
N13.HOG0034384	OG0011926	n12										I3_g17860.t1_1						
N13.HOG0034385	OG0011927	n8										I3_g18112.t1_1						
N13.HOG0034386	OG0011928	n10										I3_g18158.t1_1						
N13.HOG0034387	OG0011928	n16											JL_Mother_g27307.t1_1					
N13.HOG0034388	OG0011929	n0										I3_g50186.t1_1, I3_g26417.t1_1	JL_Mother_g32007.t1_1					
N13.HOG0034389	OG0011930	n0										I3_g29618.t1_1, I3_g33849.t1_1	JL_Mother_g3022.t1_1					
N13.HOG0034390	OG0011931	n15											JL_Mother_g27013.t1_1					
N13.HOG0034391	OG0011931	n17										I3_g28415.t1_1						
N13.HOG0034392	OG0011932	n0										I3_g10417.t1_1	JL_Mother_g14459.t1_1					
N13.HOG0034393	OG0011933	n8											JL_Mother_g19474.t1_1					
N13.HOG0034394	OG0011933	n10										I3_g46966.t1_1						
N13.HOG0034395	OG0011933	n15										I3_g47062.t1_1						
N13.HOG0034396	OG0011934	n0										I3_g10443.t1_1	JL_Mother_g14428.t1_1					
N13.HOG0034397	OG0011935	n12										I3_g17843.t1_1	JL_Mother_g31804.t1_1					
N13.HOG0034398	OG0011936	n5										I3_g27111.t1_1						
N13.HOG0034399	OG0011936	n13										I3_g19437.t1_1	JL_Mother_g17679.t1_1					
N13.HOG0034400	OG0011937	n0										I3_g28452.t1_1	JL_Mother_g31965.t1_1					
N13.HOG0034401	OG0011938	n6										I3_g32332.t1_1						
N13.HOG0034402	OG0011938	n16										I3_g26430.t1_1						
N13.HOG0034403	OG0011939	n0										I3_g10700.t1_1	JL_Mother_g12411.t1_1					
N13.HOG0034404	OG0011940	n14										I3_g17953.t1_1						
N13.HOG0034405	OG0011941	n9										I3_g19459.t1_1	JL_Mother_g17708.t1_1					
N13.HOG0034406	OG0011941	n15										I3_g27136.t1_1						
N13.HOG0034407	OG0011942	n9										I3_g36522.t1_1						
N13.HOG0034408	OG0011942	n17										I3_g30787.t1_1						
N13.HOG0034409	OG0011943	n7										I3_g18238.t1_1, I3_g46747.t1_1	JL_Mother_g23369.t1_1					
N13.HOG0034410	OG0011944	n6										I3_g17885.t1_1						
N13.HOG0034411	OG0011944	n10											JL_Mother_g31851.t1_1					
N13.HOG0034412	OG0011945	n6										I3_g10576.t1_1	JL_Mother_g40840.t1_1					
N13.HOG0034413	OG0011946	n4										I3_g10570.t1_1	JL_Mother_g14296.t2_1					
N13.HOG0034414	OG0011946	n15											JL_Mother_g14296.t1_1					
N13.HOG0034415	OG0011947	n0										I3_g10590.t1_1	JL_Mother_g40825.t1_1					
N13.HOG0034416	OG0011948	n5										I3_g10633.t1_1	JL_Mother_g12489.t1_1					
N13.HOG0034417	OG0011949	n6											JL_Mother_g14321.t1_1					
N13.HOG0034418	OG0011949	n13										I3_g10547.t1_1						
N13.HOG0034419	OG0011950	n8										I3_g10641.t1_1	JL_Mother_g12483.t1_1					
N13.HOG0034420	OG0011951	n0										I3_g10548.t1_1	JL_Mother_g14320.t1_1					
N13.HOG0034421	OG0011952	n7										I3_g10551.t1_1	JL_Mother_g14317.t1_1					
N13.HOG0034422	OG0011953	n0										I3_g10545.t1_1	JL_Mother_g14322.t1_1					
N13.HOG0034423	OG0011954	n8										I3_g10592.t2_1	JL_Mother_g40823.t1_1					
N13.HOG0034424	OG0011955	n0										I3_g4186.t1_1	JL_Mother_g2131.t1_1					
N13.HOG0034425	OG0011956	n0										I3_g11216.t1_1	JL_Mother_g34065.t1_1					
N13.HOG0034426	OG0011957	n0										I3_g17942.t1_1	JL_Mother_g36372.t1_1					
N13.HOG0034427	OG0011958	n11										I3_g18227.t1_1						
N13.HOG0034428	OG0011958	n15											JL_Mother_g16065.t1_1					
N13.HOG0034429	OG0011959	n11										I3_g18225.t1_1	JL_Mother_g16064.t1_1					
N13.HOG0034430	OG0011960	n8										I3_g20366.t1_1	JL_Mother_g16163.t1_1					
N13.HOG0034431	OG0011961	n8										I3_g28789.t1_1	JL_Mother_g41889.t1_1					
N13.HOG0034432	OG0011961	n17										I3_g39524.t1_1						
N13.HOG0034433	OG0011962	n5										I3_g28680.t1_1						
N13.HOG0034434	OG0011962	n12										I3_g41182.t1_1	JL_Mother_g19528.t1_1					
N13.HOG0034435	OG0011963	n8										I3_g30769.t1_1	JL_Mother_g19442.t1_1					
N13.HOG0034436	OG0011963	n12										I3_g36538.t1_1						
N13.HOG0034437	OG0011964	n8										I3_g50250.t1_1						
N13.HOG0034438	OG0011964	n15											JL_Mother_g23371.t1_1					
N13.HOG0034439	OG0011965	n13										I3_g47379.t1_1	JL_Mother_g23317.t1_1					
N13.HOG0034440	OG0011965	n18										I3_g18289.t1_1						
N13.HOG0034441	OG0011967	n13										I3_g47572.t1_1, I3_g43289.t1_1	JL_Mother_g32025.t1_1					
N13.HOG0034442	OG0011968	n5										I3_g26421.t1_1						
N13.HOG0034443	OG0011968	n14											JL_Mother_g32004.t1_1					
N13.HOG0034444	OG0011969	n3										I3_g10819.t1_1						
N13.HOG0034445	OG0011969	n9											JL_Mother_g12287.t1_1					
N13.HOG0034446	OG0011970	n3											JL_Mother_g32551.t1_1					
N13.HOG0034447	OG0011970	n9										I3_g4696.t1_1						
N13.HOG0034448	OG0011971	n0										I3_g45479.t1_1	JL_Mother_g40202.t1_1					
N13.HOG0034449	OG0011972	n10										I3_g10707.t1_1	JL_Mother_g12402.t1_1					
N13.HOG0034450	OG0011973	n6											JL_Mother_g12107.t1_1					
N13.HOG0034451	OG0011973	n13										I3_g11000.t1_1						
N13.HOG0034452	OG0011974	n12											JL_Mother_g12296.t1_1					
N13.HOG0034453	OG0011975	n4										I3_g18040.t1_1	JL_Mother_g27180.t1_1					
N13.HOG0034454	OG0011976	n0										I3_g1347.t1_1	JL_Mother_g35300.t1_1					
N13.HOG0034455	OG0011977	n12										I3_g30765.t1_1	JL_Mother_g19439.t1_1					
N13.HOG0034456	OG0011977	n18										I3_g36541.t1_1						
N13.HOG0034457	OG0011978	n8										I3_g43288.t1_1						
N13.HOG0034458	OG0011978	n13										I3_g47573.t1_1						
N13.HOG0034459	OG0011979	n15										I3_g13720.t1_1						
N13.HOG0034460	OG0011979	n16										I3_g36483.t1_1						
N13.HOG0034461	OG0011980	n8										I3_g45518.t1_1	JL_Mother_g40242.t1_1					
N13.HOG0034462	OG0011981	n0										I3_g48690.t1_1	JL_Mother_g41619.t1_1					
N13.HOG0034463	OG0011982	n5										I3_g17855.t1_1						
N13.HOG0034464	OG0011982	n12											JL_Mother_g31815.t1_1					
N13.HOG0034465	OG0011983	n18										I3_g21880.t1_1						
N13.HOG0034466	OG0011984	n0										I3_g37275.t1_1	JL_Mother_g40730.t1_1					
N13.HOG0034467	OG0011985	n7											JL_Mother_g23730.t1_1					
N13.HOG0034468	OG0011986	n13										I3_g10539.t1_1	JL_Mother_g14327.t1_1					
N13.HOG0034469	OG0011987	n6										I3_g20433.t1_1	JL_Mother_g16217.t1_1					
N13.HOG0034470	OG0011988	n13										I3_g11005.t1_1						
N13.HOG0034471	OG0011990	n10										I3_g17867.t1_1						
N13.HOG0034472	OG0011990	n12											JL_Mother_g31828.t1_1					
N13.HOG0034473	OG0011991	n5										I3_g43156.t1_1						
N13.HOG0034474	OG0011991	n15										I3_g37303.t1_1	JL_Mother_g40682.t1_1					
N13.HOG0034475	OG0011992	n7										I3_g10445.t1_1	JL_Mother_g14426.t2_1					
N13.HOG0034476	OG0011992	n13											JL_Mother_g14426.t1_1					
N13.HOG0034477	OG0011993	n13										I3_g18015.t1_1						
N13.HOG0034478	OG0011994	n11										I3_g10930.t1_1						
N13.HOG0034479	OG0011994	n17											JL_Mother_g12177.t1_1					
N13.HOG0034480	OG0011995	n9										I3_g30665.t1_1	JL_Mother_g14536.t1_1					
N13.HOG0034481	OG0011996	n6										I3_g21912.t1_1						
N13.HOG0034482	OG0011996	n10											JL_Mother_g28732.t1_1					
N13.HOG0034483	OG0011997	n9										I3_g48093.t1_1						
N13.HOG0034484	OG0011997	n13										I3_g48093.t2_1						
N13.HOG0034485	OG0011998	n0										I3_g21915.t1_1	JL_Mother_g28735.t1_1, JL_Mother_g28735.t2_1					
N13.HOG0034486	OG0011999	n3											JL_Mother_g17748.t1_1, JL_Mother_g17748.t2_1					
N13.HOG0034487	OG0011999	n9										I3_g19508.t1_1						
N13.HOG0034488	OG0012000	n11										I3_g18086.t1_1						
N13.HOG0034489	OG0012001	n11										I3_g18031.t1_1						
N13.HOG0034490	OG0012002	n0										I3_g11143.t1_1	JL_Mother_g34134.t1_1					
N13.HOG0034491	OG0012003	n18										I3_g34556.t1_1						
N13.HOG0034492	OG0012004	n9										I3_g20793.t1_1	JL_Mother_g23731.t1_1					
N13.HOG0034493	OG0012005	n11										I3_g30646.t1_1	JL_Mother_g14518.t1_1					
N13.HOG0034494	OG0012006	n7										I3_g13722.t1_1	JL_Mother_g34847.t1_1					
N13.HOG0034495	OG0012006	n14										I3_g36484.t1_1						
N13.HOG0034496	OG0012007	n0										I3_g17842.t1_1	JL_Mother_g31803.t1_1					
N13.HOG0034497	OG0012008	n0										I3_g47002.t1_1, I3_g19558.t1_1	JL_Mother_g27147.t1_1					
N13.HOG0034498	OG0012009	n2											JL_Mother_g16155.t1_1					
N13.HOG0034499	OG0012009	n18										I3_g20355.t1_1						
N13.HOG0034500	OG0012010	n7										I3_g43134.t1_1						
N13.HOG0034501	OG0012010	n13										I3_g37321.t1_1	JL_Mother_g40665.t1_1					
N13.HOG0034502	OG0012011	n0										I3_g30383.t1_1, I3_g43394.t1_1	JL_Mother_g23289.t1_1					
N13.HOG0034503	OG0012012	n0										I3_g45520.t1_1	JL_Mother_g40244.t1_1					
N13.HOG0034504	OG0012013	n6										I3_g49594.t1_1	JL_Mother_g38228.t1_1					
N13.HOG0034505	OG0012013	n18										I3_g37340.t1_1						
N13.HOG0034506	OG0012014	n0										I3_g30639.t1_1	JL_Mother_g14511.t1_1					
N13.HOG0034507	OG0012015	n6										I3_g43127.t1_1						
N13.HOG0034508	OG0012015	n11										I3_g37332.t1_1	JL_Mother_g40655.t1_1					
N13.HOG0034509	OG0012016	n0										I3_g36528.t1_1, I3_g30779.t1_1	JL_Mother_g19451.t1_1					
N13.HOG0034510	OG0012017	n13										I3_g48703.t1_1	JL_Mother_g41634.t1_1					
N13.HOG0034511	OG0012018	n0										I3_g10450.t1_1	JL_Mother_g14414.t1_1					
N13.HOG0034512	OG0012019	n13										I3_g45416.t1_1, I3_g48928.t1_1						
N13.HOG0034513	OG0012020	n10										I3_g11041.t1_1	JL_Mother_g12067.t1_1					
N13.HOG0034514	OG0012021	n0										I3_g30654.t1_1, I3_g40552.t1_1	JL_Mother_g14526.t1_1					
N13.HOG0034515	OG0012022	n6										I3_g29829.t1_1, I3_g34471.t1_1	JL_Mother_g22422.t1_1					
N13.HOG0034516	OG0012023	n9										I3_g13379.t1_1						
N13.HOG0034517	OG0012023	n10										I3_g39033.t1_1						
N13.HOG0034518	OG0012024	n0										I3_g17951.t1_1	JL_Mother_g36377.t1_1					
N13.HOG0034519	OG0012025	n9											JL_Mother_g27253.t1_1					
N13.HOG0034520	OG0012026	n0										I3_g10843.t1_1	JL_Mother_g12262.t1_1					
N13.HOG0034521	OG0012027	n0										I3_g20382.t1_1	JL_Mother_g16174.t1_1					
N13.HOG0034522	OG0012028	n4										I3_g19536.t1_1						
N13.HOG0034523	OG0012028	n14											JL_Mother_g27129.t1_1					
N13.HOG0034524	OG0012029	n12										I3_g45527.t1_1						
N13.HOG0034525	OG0012030	n14										I3_g30735.t1_1	JL_Mother_g19411.t1_1					
N13.HOG0034526	OG0012031	n7										I3_g10965.t1_1						
N13.HOG0034527	OG0012031	n12											JL_Mother_g12141.t1_1					
N13.HOG0034528	OG0012032	n5										I3_g22681.t1_1						
N13.HOG0034529	OG0012032	n8										I3_g13448.t1_1	JL_Mother_g32310.t1_1					
N13.HOG0034530	OG0012033	n4										I3_g18016.t1_1	JL_Mother_g36435.t1_1					
N13.HOG0034531	OG0012034	n10										I3_g11053.t1_1	JL_Mother_g12055.t1_1					
N13.HOG0034532	OG0012035	n0										I3_g11190.t1_1	JL_Mother_g34090.t1_1					
N13.HOG0034533	OG0012036	n0										I3_g36591.t1_1, I3_g30709.t1_1	JL_Mother_g19391.t1_1					
N13.HOG0034534	OG0012037	n10											JL_Mother_g40206.t1_1					
N13.HOG0034535	OG0012037	n17										I3_g45483.t1_1						
N13.HOG0034536	OG0012038	n6										I3_g36531.t1_1						
N13.HOG0034537	OG0012038	n8										I3_g30776.t1_1	JL_Mother_g19448.t1_1					
N13.HOG0034538	OG0012039	n0										I3_g20491.t1_1	JL_Mother_g6085.t1_1					
N13.HOG0034539	OG0012040	n4										I3_g11210.t1_1						
N13.HOG0034540	OG0012040	n8											JL_Mother_g34071.t1_1					
N13.HOG0034541	OG0012041	n10										I3_g10853.t1_1	JL_Mother_g12254.t1_1					
N13.HOG0034542	OG0012042	n4										I3_g10796.t1_1						
N13.HOG0034543	OG0012042	n7											JL_Mother_g12310.t1_1					
N13.HOG0034544	OG0012043	n0										I3_g18036.t1_1	JL_Mother_g27175.t1_1					
N13.HOG0034545	OG0012044	n6										I3_g45470.t1_1	JL_Mother_g40193.t1_1					
N13.HOG0034546	OG0012045	n9										I3_g10833.t1_1	JL_Mother_g12274.t1_1					
N13.HOG0034547	OG0012046	n8										I3_g35305.t1_1	JL_Mother_g24053.t1_1					
N13.HOG0034548	OG0012046	n18										I3_g26498.t1_1						
N13.HOG0034549	OG0012047	n0										I3_g28534.t1_1	JL_Mother_g11932.t1_1					
N13.HOG0034550	OG0012048	n12										I3_g20209.t1_1	JL_Mother_g16984.t1_1					
N13.HOG0034551	OG0012048	n17										I3_g9029.t1_1	JL_Mother_g16464.t1_1					
N13.HOG0034552	OG0012049	n8											JL_Mother_g14712.t1_1					
N13.HOG0034553	OG0012049	n17										I3_g38791.t1_1, I3_g30503.t1_1						
N13.HOG0034554	OG0012050	n0										I3_g48631.t1_1, I3_g46343.t1_1	JL_Mother_g39457.t1_1					
N13.HOG0034555	OG0012051	n4										I3_g40477.t1_1	JL_Mother_g22077.t1_1					
N13.HOG0034556	OG0012051	n7										I3_g45059.t1_1	JL_Mother_g29913.t1_1					
N13.HOG0034557	OG0012052	n0										I3_g45861.t1_1	JL_Mother_g38472.t1_1					
N13.HOG0034558	OG0012053	n11										I3_g35146.t1_1	JL_Mother_g22289.t1_1					
N13.HOG0034559	OG0012054	n7										I3_g31129.t1_1, I3_g28989.t1_1	JL_Mother_g34220.t1_1					
N13.HOG0034560	OG0012055	n5										I3_g26124.t1_1	JL_Mother_g26810.t1_1					
N13.HOG0034561	OG0012055	n17										I3_g26962.t1_1						
N13.HOG0034562	OG0012056	n0										I3_g45955.t1_1, I3_g29955.t1_1	JL_Mother_g38036.t1_1					
N13.HOG0034563	OG0012057	n3											JL_Mother_g38075.t1_1					
N13.HOG0034564	OG0012057	n8										I3_g29997.t1_1, I3_g39361.t1_1	JL_Mother_g40032.t1_1					
N13.HOG0034565	OG0012058	n0										I3_g49306.t1_1, I3_g39849.t1_1	JL_Mother_g38369.t1_1					
N13.HOG0034566	OG0012059	n8										I3_g48163.t1_1						
