HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N1.HOG0017296	OG0016965	n0												PON40162.1		PON78074.1		
N1.HOG0017297	OG0016966	n0												PON35805.1		PON94896.1		
N1.HOG0017298	OG0016967	n0												PON62890.1		PON84566.1		
N1.HOG0017299	OG0016968	n0												PON64899.1		PON93134.1		
N1.HOG0017300	OG0016970	n0												PON39094.1		PON93974.1		
N1.HOG0017301	OG0016971	n0												PON32745.1		PON92533.1		
N1.HOG0017302	OG0016972	n0												PON55664.1		PON95476.1		
N1.HOG0017303	OG0016973	n0												PON63421.1		PON55442.1		
N1.HOG0017304	OG0016974	n0												PON32737.1		PON92541.1		
N1.HOG0017305	OG0016975	n0												PON63730.1		PON92511.1		
N1.HOG0017306	OG0016976	n0												PON39091.1		PON93971.1		
N1.HOG0017307	OG0016977	n0												PON55618.1		PON57225.1		
N1.HOG0017308	OG0016978	n0												PON33441.1		PON95535.1		
N1.HOG0017309	OG0016979	n0												PON55669.1		PON95480.1		
N1.HOG0017310	OG0016980	n0												PON43740.1		PON87679.1		
N1.HOG0017311	OG0016981	n0												PON41263.1		PON96804.1		
N1.HOG0017312	OG0016982	n0												PON64970.1		PON93206.1		
N1.HOG0017313	OG0016983	n0												PON33816.1		PON94824.1		
N1.HOG0017314	OG0016985	n0												PON57164.1		PON96633.1, PON96632.1		
N1.HOG0017315	OG0016986	n0												PON34897.1		PON93969.1		
N1.HOG0017316	OG0016987	n15												PON63738.1		PON92506.1		
N1.HOG0017317	OG0016987	n16												PON79954.1		PON92504.1		
N1.HOG0017318	OG0016988	n0														PON95587.1		
N1.HOG0017319	OG0016989	n0												PON40286.1		PON94866.1		
N1.HOG0017320	OG0016990	n0												PON63779.1		PON72889.1		
N1.HOG0017321	OG0016991	n0												PON64964.1		PON93199.1		
N1.HOG0017322	OG0016992	n0												PON60880.1		PON70211.1		
N1.HOG0017323	OG0016993	n0												PON31217.1		PON98676.1		
N1.HOG0017324	OG0016994	n0												PON34907.1		PON93960.1		
N1.HOG0017325	OG0016995	n0												PON79539.1		PON85926.1		
N1.HOG0017326	OG0016996	n0												PON61968.1		PON88224.1		
N1.HOG0017327	OG0016997	n0												PON80333.1		PON88302.1		
N1.HOG0017328	OG0016998	n0												PON62025.1		PON88348.1		
N1.HOG0017329	OG0016999	n0												PON80045.1		POO02148.1		
N1.HOG0017330	OG0017000	n0												PON36540.1		POO04170.1		
N1.HOG0017331	OG0017001	n0												PON69748.1		PON89237.1		
N1.HOG0017332	OG0017002	n0												PON44640.1		PON83807.1		
N1.HOG0017333	OG0017003	n0												PON80120.1		POO02218.1		
N1.HOG0017334	OG0017004	n0												PON61704.1		PON72398.1		
N1.HOG0017335	OG0017007	n0												PON80240.1		POO02351.1		
N1.HOG0017336	OG0017008	n0												PON80297.1		PON88271.1		
N1.HOG0017337	OG0017009	n0												PON63755.1		PON72913.1		
N1.HOG0017338	OG0017010	n0												PON64023.1		PON88683.1		
N1.HOG0017339	OG0017011	n0												PON55550.1		PON89077.1		
N1.HOG0017340	OG0017012	n0												PON80359.1		PON88325.1		
N1.HOG0017341	OG0017014	n0												PON37588.1		PON92617.1		
N1.HOG0017342	OG0017016	n0												PON77468.1		PON50267.1		
N1.HOG0017343	OG0017017	n0												PON80163.1		POO02266.1		
N1.HOG0017344	OG0017018	n0												PON33814.1		PON94822.1		
N1.HOG0017345	OG0017019	n0												PON38170.1		PON94848.1		
N1.HOG0017346	OG0017020	n0												PON62018.1		PON88356.1		
N1.HOG0017347	OG0017021	n0												PON38167.1		PON94845.1		
N1.HOG0017348	OG0017022	n0												PON63988.1		PON88648.1		
N1.HOG0017349	OG0017023	n0												PON38858.1		PON86905.1		
N1.HOG0017350	OG0017024	n0												PON58457.1		POO00230.1		
N1.HOG0017351	OG0017025	n0												PON43917.1		PON84016.1		
N1.HOG0017352	OG0017026	n0												PON39277.1		PON87811.1		
N1.HOG0017353	OG0017028	n0												PON50239.1		PON43981.1		
N1.HOG0017354	OG0017029	n0												PON41544.1		PON94781.1		
N1.HOG0017355	OG0017030	n0												PON41156.1		PON85054.1		
N1.HOG0017356	OG0017031	n0												PON56157.1		POO01827.1		
N1.HOG0017357	OG0017032	n0												PON35801.1		PON94900.1		
N1.HOG0017358	OG0017034	n0												PON79253.1		PON83768.1		
N1.HOG0017359	OG0017036	n0												PON64887.1		PON93120.1		
N1.HOG0017360	OG0017037	n0												PON64886.1		PON93119.1		
N1.HOG0017361	OG0017038	n0												PON54464.1		PON94949.1		
N1.HOG0017362	OG0017040	n0												PON42788.1		PON41272.1		
N1.HOG0017363	OG0017041	n0												PON73424.1		PON93942.1		
N1.HOG0017364	OG0017042	n0												PON62001.1		PON88378.1		
N1.HOG0017365	OG0017043	n0												PON80287.1		PON88261.1		
N1.HOG0017366	OG0017045	n0												PON39300.1		PON87797.1		
N1.HOG0017367	OG0017047	n0												PON58456.1		POO00231.1		
N1.HOG0017368	OG0017049	n0												PON60828.1		PON56399.1		
N1.HOG0017369	OG0017050	n2												PON60577.1		PON90433.1		
N1.HOG0017370	OG0017050	n3												PON60576.1, PON60575.1		PON90434.1		
N1.HOG0017371	OG0017051	n0												PON67394.1		PON68118.1		
N1.HOG0017372	OG0017052	n0												PON60579.1		PON90431.1		
N1.HOG0017373	OG0017054	n0												PON34926.1		POO03556.1		
N1.HOG0017374	OG0017055	n0												PON60834.1		PON56406.1		
N1.HOG0017375	OG0017056	n0												PON31748.1		PON47123.1		
N1.HOG0017376	OG0017057	n0												PON74981.1		POO03352.1		
N1.HOG0017377	OG0017058	n0												PON68194.1		PON52717.1		
N1.HOG0017378	OG0017060	n0												PON68624.1		PON86382.1		
N1.HOG0017379	OG0017061	n0												PON76037.1		PON63370.1		
N1.HOG0017380	OG0017062	n0												PON47964.1		PON99907.1		
N1.HOG0017381	OG0017063	n0												PON69207.1		PON52407.1		
N1.HOG0017382	OG0017064	n0												PON37535.1		PON92355.1		
N1.HOG0017383	OG0017065	n0												PON67006.1		PON89550.1		
N1.HOG0017384	OG0017066	n0												PON47971.1		PON99897.1		
N1.HOG0017385	OG0017067	n0												PON39380.1		PON91884.1		
N1.HOG0017386	OG0017068	n0												PON32943.1		PON94009.1		
N1.HOG0017387	OG0017069	n0												PON78409.1		PON54892.1		
N1.HOG0017388	OG0017070	n0												PON63226.1		PON89035.1		
N1.HOG0017389	OG0017071	n0												PON55784.1		PON67625.1		
N1.HOG0017390	OG0017072	n0												PON56847.1		PON97924.1		
N1.HOG0017391	OG0017073	n0												PON78302.1		PON58165.1, PON94702.1		
N1.HOG0017392	OG0017074	n0												PON62707.1		PON91935.1		
N1.HOG0017393	OG0017075	n0												PON47203.1		PON88880.1		
N1.HOG0017394	OG0017076	n0												PON49846.1		PON50061.1		
N1.HOG0017395	OG0017077	n0												PON37213.1		PON45961.1		
N1.HOG0017396	OG0017078	n2												PON70930.1		PON85768.1		
N1.HOG0017397	OG0017078	n3												PON55868.1		PON92400.1		
N1.HOG0017398	OG0017079	n0												PON46157.1		PON77847.1		
N1.HOG0017399	OG0017080	n0												PON61421.1		PON55950.1		
N1.HOG0017400	OG0017081	n0												PON31719.1		PON99360.1		
N1.HOG0017401	OG0017082	n0												PON70407.1		PON99318.1		
N1.HOG0017402	OG0017083	n0												PON40248.1		PON98285.1		
N1.HOG0017403	OG0017084	n0												PON65503.1		POO00101.1		
N1.HOG0017404	OG0017085	n0												PON63440.1		PON70512.1		
N1.HOG0017405	OG0017086	n0												PON46144.1		PON53523.1		
N1.HOG0017406	OG0017087	n0												PON77085.1		PON52193.1		
N1.HOG0017407	OG0017089	n0												PON32433.1, PON32432.1, PON77082.1		PON52191.1		
N1.HOG0017408	OG0017090	n0												PON77073.1		PON52185.1		
N1.HOG0017409	OG0017091	n0												PON38902.1		PON97113.1		
N1.HOG0017410	OG0017092	n0												PON80801.1		PON77402.1		
N1.HOG0017411	OG0017093	n0												PON43279.1		PON94099.1		
N1.HOG0017412	OG0017094	n0												PON38339.1		PON86677.1		
N1.HOG0017413	OG0017095	n0												PON70583.1		PON68474.1		
N1.HOG0017414	OG0017096	n0												PON43299.1		PON94114.1		
N1.HOG0017415	OG0017097	n0												PON35940.1		PON53539.1		
N1.HOG0017416	OG0017098	n0												PON52371.1		PON88829.1		
N1.HOG0017417	OG0017099	n0												PON61180.1		PON57721.1		
N1.HOG0017418	OG0017100	n0												PON41909.1		PON99391.1		
N1.HOG0017419	OG0017101	n0												PON41924.1		PON99375.1		
N1.HOG0017420	OG0017102	n0												PON79420.1		PON51630.1		
N1.HOG0017421	OG0017103	n0												PON32974.1		PON86351.1		
N1.HOG0017422	OG0017104	n0												PON41904.1		PON99396.1		
N1.HOG0017423	OG0017105	n0												PON78339.1		PON88977.1		
N1.HOG0017424	OG0017106	n0												PON76900.1		PON43645.1		
N1.HOG0017425	OG0017107	n0												PON60827.1		PON56398.1		
N1.HOG0017426	OG0017108	n0												PON62071.1		PON86537.1, PON31371.1		
N1.HOG0017427	OG0017109	n0												PON40111.1		PON86306.1		
N1.HOG0017428	OG0017110	n0												PON35958.1		PON90052.1		
N1.HOG0017429	OG0017113	n0												PON54555.1		PON92276.1		
N1.HOG0017430	OG0017114	n0												PON39338.1		PON88988.1		
N1.HOG0017431	OG0017115	n0												PON61439.1		POO00433.1		
N1.HOG0017432	OG0017116	n0												PON74140.1		PON92615.1		
N1.HOG0017433	OG0017117	n0												PON39372.1		PON94172.1		
N1.HOG0017434	OG0017118	n0												PON67131.1		PON78876.1		
N1.HOG0017435	OG0017119	n0												PON39106.1		PON93816.1		
N1.HOG0017436	OG0017121	n0												PON58446.1		POO00241.1		
N1.HOG0017437	OG0017122	n0												PON35710.1		PON58162.1		
N1.HOG0017438	OG0017123	n0												PON69895.1		PON70034.1		
N1.HOG0017439	OG0017124	n0												PON77505.1		PON49228.1		
N1.HOG0017440	OG0017125	n0												PON74517.1		PON59756.1		
N1.HOG0017441	OG0017126	n0												PON61430.1		POO00426.1		
N1.HOG0017442	OG0017127	n0												PON47976.1		PON99894.1		
N1.HOG0017443	OG0017128	n0												PON47518.1		PON58581.1		
N1.HOG0017444	OG0017129	n0												PON77057.1		PON99842.1		
N1.HOG0017445	OG0017130	n0												PON51498.1		PON91986.1		
N1.HOG0017446	OG0017131	n0												PON55867.1		PON92399.1		
N1.HOG0017447	OG0017132	n0												PON60251.1		PON83867.1		
N1.HOG0017448	OG0017134	n0												PON52593.1		PON86629.1		
N1.HOG0017449	OG0017135	n0												PON70429.1		PON99343.1		
N1.HOG0017450	OG0017136	n0												PON41178.1		PON91906.1		
N1.HOG0017451	OG0017137	n0												PON78807.1		PON81171.1		
N1.HOG0017452	OG0017138	n0												PON35707.1		PON58161.1		
N1.HOG0017453	OG0017139	n0												PON31716.1		PON99357.1		
N1.HOG0017454	OG0017140	n0												PON69193.1		PON81161.1		
N1.HOG0017455	OG0017141	n0												PON31600.1		POO02846.1		
N1.HOG0017456	OG0017142	n0												PON41201.1		PON91926.1		
N1.HOG0017457	OG0017143	n0												PON43300.1		PON94115.1		
N1.HOG0017458	OG0017144	n0												PON47969.1		PON99900.1		
N1.HOG0017459	OG0017145	n0												PON68388.1		PON86622.1		
N1.HOG0017460	OG0017147	n0												PON41905.1		PON99395.1		
N1.HOG0017461	OG0017148	n0												PON32921.1				
N1.HOG0017462	OG0017149	n0												PON47982.1		PON99889.1		
N1.HOG0017463	OG0017150	n0												PON39921.1		PON67902.1		
N1.HOG0017464	OG0017151	n0												PON47526.1		PON58592.1		
N1.HOG0017465	OG0017152	n0												PON46856.1		PON49569.1		
N1.HOG0017466	OG0017153	n0												PON36756.1		PON93578.1		
N1.HOG0017467	OG0017154	n0												PON60254.1		PON46770.1		
N1.HOG0017468	OG0017155	n0												PON48437.1		PON99284.1		
N1.HOG0017469	OG0017156	n0												PON51496.1		PON91984.1		
N1.HOG0017470	OG0017157	n0												PON78421.1		PON54879.1		
N1.HOG0017471	OG0017158	n0												PON32981.1		PON86359.1		
N1.HOG0017472	OG0017162	n0												PON65746.1		PON52875.1		
N1.HOG0017473	OG0017163	n0												PON31250.1		PON63921.1		
N1.HOG0017474	OG0017164	n0												PON55102.1		PON83413.1		
N1.HOG0017475	OG0017172	n0												PON48802.1				
N1.HOG0017476	OG0017174	n0												PON31795.1		POO02715.1, PON97667.1		
N1.HOG0017477	OG0017175	n0												PON48885.1		PON84712.1		
N1.HOG0017478	OG0017177	n0												PON78551.1				
N1.HOG0017479	OG0017179	n0														PON40618.1		
N1.HOG0017480	OG0017188	n0												PON50898.1		POO01390.1		
N1.HOG0017481	OG0017190	n0												PON79020.1		PON86553.1		
N1.HOG0017482	OG0017193	n0												PON66035.1		PON84611.1		
N1.HOG0017483	OG0017195	n0												PON45160.1		POO00532.1		
N1.HOG0017484	OG0017196	n0												PON51490.1		PON91971.1		
N1.HOG0017485	OG0017199	n5												PON40070.1		PON88950.1		
N1.HOG0017486	OG0017199	n6												PON40073.1		PON88949.1		
N1.HOG0017487	OG0017204	n1												PON59077.1		PON89152.1		
N1.HOG0017488	OG0017204	n14												PON34413.1		PON91726.1		
N1.HOG0017489	OG0017209	n0												PON32865.1, PON39245.1		PON87928.1		
N1.HOG0017490	OG0017210	n0												PON57670.1				
N1.HOG0017491	OG0017213	n0												PON45635.1				
N1.HOG0017492	OG0017214	n0												PON78590.1		PON95922.1		
N1.HOG0017493	OG0017216	n0												PON34443.1		PON46122.1		
N1.HOG0017494	OG0017219	n0												PON37500.1		PON50874.1		
N1.HOG0017495	OG0017221	n0												PON65262.1		PON54208.1		
N1.HOG0017496	OG0017222	n0												PON38800.1		PON84763.1		
N1.HOG0017497	OG0017223	n0												PON43963.1				
N1.HOG0017498	OG0017225	n0												PON71472.1				
N1.HOG0017499	OG0017226	n0												PON36041.1		PON59384.1		
N1.HOG0017500	OG0017227	n0												PON80768.1		POO00223.1		
N1.HOG0017501	OG0017228	n0												PON37149.1		PON55535.1		
N1.HOG0017502	OG0017231	n0												PON79268.1		PON96798.1		
N1.HOG0017503	OG0017233	n0												PON57686.1		PON78241.1		
N1.HOG0017504	OG0017235	n0												PON61195.1		PON85595.1		
N1.HOG0017505	OG0017239	n0												PON53858.1		PON92989.1		
N1.HOG0017506	OG0017240	n0												PON55557.1		PON89070.1		
N1.HOG0017507	OG0017241	n0												PON37747.1		PON61111.1		
N1.HOG0017508	OG0017242	n0												PON64613.1		PON97876.1		
N1.HOG0017509	OG0017244	n1												PON38895.1		PON97107.1		
N1.HOG0017510	OG0017244	n5												PON32574.1		PON93721.1		
N1.HOG0017511	OG0017245	n0												PON51814.1		PON47269.1		
N1.HOG0017512	OG0017246	n0												PON65414.1		PON62941.1		
N1.HOG0017513	OG0017250	n0												PON75579.1		PON68807.1		
N1.HOG0017514	OG0017253	n0												PON61943.1		PON93238.1, PON93237.1		
N1.HOG0017515	OG0017255	n0												PON61953.1, PON61952.1		PON88239.1		
N1.HOG0017516	OG0017256	n0												PON80292.1		PON88266.1		
N1.HOG0017517	OG0017257	n0												PON73044.1		POO03842.1		
N1.HOG0017518	OG0017261	n0												PON31574.1		PON81399.1		
N1.HOG0017519	OG0017262	n0												PON47221.1		POO02889.1		
N1.HOG0017520	OG0017264	n0												PON56856.1		PON97933.1		
N1.HOG0017521	OG0017266	n0														PON58164.1		
N1.HOG0017522	OG0017269	n0												PON60238.1		PON83879.1		
N1.HOG0017523	OG0017272	n0												PON63201.1		PON54732.1, PON94260.1		
N1.HOG0017524	OG0017275	n1												PON47635.1				
N1.HOG0017525	OG0017275	n15												PON68405.1		PON41062.1		
N1.HOG0017526	OG0017278	n0												PON42506.1		PON94325.1		
N1.HOG0017527	OG0017279	n1												PON51148.1		PON92242.1		
N1.HOG0017528	OG0017279	n13												PON52428.1		PON90413.1		
N1.HOG0017529	OG0017280	n0												PON38877.1		PON97093.1		
N1.HOG0017530	OG0017281	n0												PON35595.1		PON79300.1		
N1.HOG0017531	OG0017285	n0												PON72753.1, PON72754.1, PON33983.1		PON88510.1		
N1.HOG0017532	OG0017288	n1														PON97147.1		
N1.HOG0017533	OG0017288	n3														PON54380.1		
N1.HOG0017534	OG0017294	n0												PON59545.1		PON94448.1		
N1.HOG0017535	OG0017295	n0												PON41567.1		PON47604.1		
N1.HOG0017536	OG0017296	n0												PON41955.1		PON81598.1		
N1.HOG0017537	OG0017297	n0												PON68783.1		PON93281.1		
N1.HOG0017538	OG0017298	n0												PON80551.1		PON81922.1		
N1.HOG0017539	OG0017299	n0												PON34787.1		PON52035.1		
N1.HOG0017540	OG0017302	n0												PON50559.1		PON49866.1		
N1.HOG0017541	OG0017303	n0												PON42384.1		PON94173.1		
N1.HOG0017542	OG0017304	n0												PON79014.1		PON86558.1		
N1.HOG0017543	OG0017305	n0												PON52686.1		PON96275.1		
N1.HOG0017544	OG0017306	n0												PON35884.1, PON35883.1		PON97798.1		
N1.HOG0017545	OG0017307	n0												PON75445.1		PON39024.1		
N1.HOG0017546	OG0017312	n0												PON69750.1		PON89235.1		
N1.HOG0017547	OG0017313	n0														PON84413.1, PON91101.1		
N1.HOG0017548	OG0017315	n0												PON71277.1		PON97522.1		
N1.HOG0017549	OG0017316	n0												PON71179.1		PON70675.1		
N1.HOG0017550	OG0017317	n0														PON33270.1		
N1.HOG0017551	OG0017318	n0												PON78121.1		PON86791.1		
N1.HOG0017552	OG0017319	n0												PON78126.1		PON86795.1		
N1.HOG0017553	OG0017320	n0												PON78130.1		PON86801.1		
N1.HOG0017554	OG0017321	n0												PON31777.1		PON81852.1		
N1.HOG0017555	OG0017322	n0												PON58453.1		POO00234.1		
N1.HOG0017556	OG0017323	n0												PON57696.1		PON78251.1		
N1.HOG0017557	OG0017324	n0												PON57689.1		PON78244.1		
N1.HOG0017558	OG0017325	n0												PON35014.1		PON82588.1		
N1.HOG0017559	OG0017326	n0												PON50956.1		PON90125.1		
N1.HOG0017560	OG0017327	n0												PON50953.1, PON50954.1, PON50952.1		PON90123.1		
N1.HOG0017561	OG0017328	n0												PON50812.1		PON66439.1		
N1.HOG0017562	OG0017329	n0												PON65550.1		POO03722.1		
N1.HOG0017563	OG0017330	n0												PON71823.1		PON98352.1		
N1.HOG0017564	OG0017331	n0												PON50890.1		POO01397.1		
N1.HOG0017565	OG0017332	n0												PON64724.1		PON55209.1		
N1.HOG0017566	OG0017336	n0												PON59882.1		PON85897.1		
N1.HOG0017567	OG0017337	n3												PON70708.1		PON89207.1		
N1.HOG0017568	OG0017337	n4												PON44549.1		PON96467.1		
N1.HOG0017569	OG0017338	n0												PON68547.1		POO01329.1		
N1.HOG0017570	OG0017340	n0												PON72272.1		PON96722.1		
N1.HOG0017571	OG0017341	n0												PON45524.1		PON86054.1		
N1.HOG0017572	OG0017343	n0												PON76632.1		PON67764.1		
N1.HOG0017573	OG0017344	n0												PON58115.1		PON91664.1		
N1.HOG0017574	OG0017345	n0												PON58127.1		PON91650.1		
N1.HOG0017575	OG0017346	n0												PON62172.1		PON49798.1		
N1.HOG0017576	OG0017347	n0												PON62174.1		PON49800.1		
N1.HOG0017577	OG0017348	n0												PON62175.1		PON49801.1		
N1.HOG0017578	OG0017349	n0												PON41265.1		PON96802.1		
N1.HOG0017579	OG0017350	n0												PON37480.1		POO02393.1		
N1.HOG0017580	OG0017351	n0												PON76397.1		PON43930.1, PON59849.1		
N1.HOG0017581	OG0017352	n0														PON36398.1		
N1.HOG0017582	OG0017353	n0												PON54802.1		PON91792.1		
N1.HOG0017583	OG0017355	n0												PON66771.1		POO00708.1		
N1.HOG0017584	OG0017356	n0														PON90911.1		
N1.HOG0017585	OG0017357	n0												PON34029.1		PON91331.1		
N1.HOG0017586	OG0017358	n0												PON62008.1		PON88371.1		
N1.HOG0017587	OG0017359	n0												PON62007.1		PON88372.1		
N1.HOG0017588	OG0017360	n0												PON39165.1		PON99490.1		
N1.HOG0017589	OG0017361	n0												PON36061.1		PON59365.1		
N1.HOG0017590	OG0017362	n0												PON36056.1		PON59369.1		
N1.HOG0017591	OG0017363	n0												PON36054.1		PON59370.1		
N1.HOG0017592	OG0017364	n0												PON71969.1		PON83665.1		
N1.HOG0017593	OG0017365	n0												PON77565.1		PON49511.1		
N1.HOG0017594	OG0017366	n0												PON63279.1		PON85419.1		
N1.HOG0017595	OG0017367	n0												PON57429.1		PON92884.1		
N1.HOG0017596	OG0017368	n0												PON61174.1, PON60878.1		PON70209.1		
N1.HOG0017597	OG0017369	n0												PON56816.1		PON97972.1		
N1.HOG0017598	OG0017370	n0												PON56235.1		PON89455.1		
N1.HOG0017599	OG0017371	n1												PON76384.1		PON43943.1		
N1.HOG0017600	OG0017371	n13												PON80144.1		POO02240.1		
N1.HOG0017601	OG0017373	n0												PON41563.1		PON47609.1		
N1.HOG0017602	OG0017376	n0												PON55904.1		PON81911.1		
N1.HOG0017603	OG0017377	n0												PON71020.1		PON48990.1		
N1.HOG0017604	OG0017378	n0												PON53586.1		PON94369.1		
N1.HOG0017605	OG0017379	n0												PON46540.1		PON53746.1		
N1.HOG0017606	OG0017382	n0												PON80671.1		PON89796.1		
N1.HOG0017607	OG0017384	n0												PON39257.1		PON96462.1		
N1.HOG0017608	OG0017385	n0												PON76916.1		PON44727.1		
N1.HOG0017609	OG0017386	n0												PON68868.1		PON95448.1		
N1.HOG0017610	OG0017387	n0												PON68871.1		PON95445.1		
N1.HOG0017611	OG0017388	n0												PON61235.1		PON95442.1		
N1.HOG0017612	OG0017389	n0												PON69434.1		PON90676.1		
N1.HOG0017613	OG0017390	n0												PON47463.1		PON75994.1		
N1.HOG0017614	OG0017391	n0												PON47467.1		PON75995.1, PON75996.1		
N1.HOG0017615	OG0017392	n0												PON47479.1		PON76004.1		
N1.HOG0017616	OG0017393	n0												PON59437.1		PON54825.1		
N1.HOG0017617	OG0017394	n0												PON63783.1		PON66107.1		
N1.HOG0017618	OG0017395	n0												PON33818.1		PON94826.1		
N1.HOG0017619	OG0017396	n0												PON33817.1		PON94825.1		
N1.HOG0017620	OG0017397	n0												PON67940.1		PON91044.1		
N1.HOG0017621	OG0017398	n0												PON34711.1		PON81426.1		
N1.HOG0017622	OG0017399	n0												PON69097.1		PON63373.1		
N1.HOG0017623	OG0017400	n0												PON74751.1		PON90612.1		
N1.HOG0017624	OG0017401	n0												PON43208.1		PON88759.1		
N1.HOG0017625	OG0017405	n2												PON48872.1		PON84700.1		
N1.HOG0017626	OG0017405	n4												PON44701.1		PON79153.1		
N1.HOG0017627	OG0017405	n5												PON44704.1		PON84705.1		
N1.HOG0017628	OG0017406	n0												PON33103.1		PON90495.1		
N1.HOG0017629	OG0017407	n0												PON58175.1		PON97003.1		
N1.HOG0017630	OG0017409	n4												PON34722.1		PON81437.1		
N1.HOG0017631	OG0017409	n5												PON34724.1		PON81440.1, PON81438.1		
N1.HOG0017632	OG0017410	n0												PON61567.1		POO03995.1		
N1.HOG0017633	OG0017411	n0												PON40470.1		POO03130.1		
N1.HOG0017634	OG0017436	n5														PON52365.1		
N1.HOG0017635	OG0017436	n6														PON78889.1		
N1.HOG0017636	OG0017436	n11														PON88530.1		
N1.HOG0017637	OG0017437	n0												PON62578.1				
N1.HOG0017638	OG0017440	n1														PON82275.1		
N1.HOG0017639	OG0017440	n10												PON58531.1		PON40259.1		
N1.HOG0017640	OG0017440	n11												PON58530.1		PON63062.1, PON40258.1		
N1.HOG0017641	OG0017440	n13												PON64034.1, PON44698.1		PON79156.1		
N1.HOG0017642	OG0017440	n15												PON33860.1		PON95638.1		
N1.HOG0017643	OG0017440	n16												PON33861.1				
N1.HOG0017644	OG0017445	n0												PON46331.1, PON52429.1		PON90412.1		
N1.HOG0017645	OG0017447	n0														PON60109.1		
N1.HOG0017646	OG0017448	n0														PON85096.1, PON49927.1, PON85440.1, PON48116.1, PON44472.1, PON52440.1, PON38188.1, PON75016.1, PON58488.1, PON58487.1, PON43268.1, PON58484.1, PON37330.1, PON92342.1, PON38983.1, PON63371.1		
N1.HOG0017647	OG0017449	n0												PON63735.1, PON65621.1, PON36959.1, PON36957.1, PON70248.1, PON73216.1, PON65254.1, PON31219.1, PON37308.1, PON56862.1, PON51328.1, PON78936.1, PON55360.1, PON67269.1, PON52421.1, PON67349.1, PON78179.1		PON92455.1		
N1.HOG0017648	OG0017450	n1												PON58347.1		PON36075.1		
N1.HOG0017649	OG0017450	n5												PON77187.1, PON47528.1				
N1.HOG0017650	OG0017450	n10												PON33722.1		PON50284.1		
N1.HOG0017651	OG0017450	n11												PON45032.1, PON52812.1, PON37185.1, PON67562.1		PON89885.1		
N1.HOG0017652	OG0017450	n15												PON32021.1		PON54734.1		
N1.HOG0017653	OG0017450	n16												PON78738.1		PON89884.1		
N1.HOG0017654	OG0017451	n0												PON70249.1, PON78178.1, PON56865.1, PON59451.1, PON36956.1, PON36958.1, PON32650.1, PON72861.1, PON77481.1, PON52420.1, PON60063.1, PON71886.1, PON57278.1, PON51905.1, PON73102.1, PON76666.1, PON67810.1, PON52422.1				
N1.HOG0017655	OG0017452	n1												PON40985.1		PON78292.1		
N1.HOG0017656	OG0017452	n2												PON67363.1, PON34085.1, PON57000.1, PON47992.1, PON45092.1, PON41486.1, PON51214.1, PON63326.1, PON52737.1, PON50236.1, PON70486.1, PON33971.1, PON62731.1, PON41233.1, PON42510.1		PON94760.1		
N1.HOG0017657	OG0017453	n1												PON35570.1		PON81800.1		
N1.HOG0017658	OG0017453	n7												PON68514.1		PON42664.1		
N1.HOG0017659	OG0017453	n8												PON40218.1, PON60485.1		POO00609.1		
N1.HOG0017660	OG0017453	n10												PON43342.1, PON41502.1		PON82614.1		
N1.HOG0017661	OG0017453	n12												PON66048.1		PON83206.1, PON49410.1, PON56565.1, PON46516.1, PON49065.1		
N1.HOG0017662	OG0017454	n1												PON47935.1		PON99163.1, POO01919.1		
N1.HOG0017663	OG0017454	n4														PON98309.1, PON96584.1		
N1.HOG0017664	OG0017454	n9												PON57380.1		PON93594.1		
N1.HOG0017665	OG0017454	n10												PON52301.1		PON53868.1		
N1.HOG0017666	OG0017454	n11												PON53703.1		PON86320.1, PON95323.1, PON89639.1, PON62134.1, PON53683.1, PON91027.1		
N1.HOG0017667	OG0017455	n1												PON52234.1		PON81046.1		
N1.HOG0017668	OG0017455	n9												PON52246.1		PON81050.1		
N1.HOG0017669	OG0017455	n10												PON52233.1		PON81045.1		
N1.HOG0017670	OG0017455	n11												PON52244.1		PON81053.1		
N1.HOG0017671	OG0017455	n13												PON52232.1		PON81044.1		
N1.HOG0017672	OG0017455	n14												PON52238.1		PON81035.1, PON81055.1, PON81049.1		
N1.HOG0017673	OG0017456	n0												PON66132.1		PON92600.1		
N1.HOG0017674	OG0017457	n0												PON44586.1		PON96539.1		
N1.HOG0017675	OG0017458	n0												PON75936.1		PON79569.1		
N1.HOG0017676	OG0017460	n0												PON75894.1		PON92377.1		
N1.HOG0017677	OG0017461	n0												PON32955.1		PON94021.1		
N1.HOG0017678	OG0017462	n0												PON76051.1		PON60423.1		
N1.HOG0017679	OG0017463	n0												PON55139.1		PON83379.1		
N1.HOG0017680	OG0017464	n0												PON55761.1		PON60510.1		
N1.HOG0017681	OG0017465	n0												PON65552.1		POO03724.1		
N1.HOG0017682	OG0017466	n0												PON75938.1		PON42289.1		
N1.HOG0017683	OG0017467	n0												PON35667.1		PON41417.1		
N1.HOG0017684	OG0017469	n0												PON48416.1		PON99265.1		
N1.HOG0017685	OG0017471	n0												PON56674.1		PON87482.1, PON87481.1		
